SampleID,cellLabelInImage,cellSize,C,Na,Si,HH3,Vimentin,SMA,Background,Collagen.1,Lag3,CD4,CD14,Foxp3,PD.1,CD31,PD.L1,E.cadherin,Ki67,CD209,CD206,gdTCR,iNOS,CD68,CD36,CD8,CD3,IDO,CD11c,CD163,CD20,CD16,IFNg,HLA.DR.DQ.DP,CD11b,CD45,H3K9Ac,Keratin.pan,CD103,MastChyTry,MPO,NaKATPase,HLA.Class.1,Ta,Au,Tissue,PatientID,lineage,cell_type,cell_lin,lintype_num,FlowSOM_ID
Point6,48,309,0.807145537,0.798116617,0.19710511100000003,0.78776215,0.424575841,0.0,0.107869497,0.0,0,0.0,0.08936365199999999,0.0,0,0.315300898,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017431486,0.0,0.237368789,0.0,0.0,0.0,0.0,0,0.27901398899999996,0.0,0.54633869,0.734245338,0.0,0.0,0.0,0.0,0.46469646600000003,0.60572256,0.12208418900000001,0.16126711400000002,gran_lung,30,immune,imm_other,other,4,5
Point6,49,403,0.9164596340000001,0.87416742,0.257587265,0.87237017,0.704595835,0.0,0.255745341,0.0,0,0.768885426,0.567401413,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.316289625,0.0,0.09183934199999999,0.6712994790000001,0.34450612,0.659949945,0.0,0.0,0.432244891,0,0.817604474,0.39575918200000004,0.765499094,0.7970354940000001,0.0,0.0,0.0,0.0,0.593070193,0.7588346579999999,0.074617442,0.10231311300000001,gran_lung,30,immune,CD4_T,lymphocyte,2,4
Point6,51,103,0.897024299,0.831582154,0.23035549100000002,0.718742526,0.699847909,0.0,0.23325943100000002,0.0,0,0.0,0.850481497,0.0,0,0.0,0.0,0,0.0,0.0,0.439442354,0.0,0.0,0.5245417929999999,0.0,0.0,0.523634564,0.325071675,0.0,0.0,0.0,0.5575148639999999,0,0.765212366,0.0,0.784185404,0.668981328,0.0,0.0,0.0,0.0,0.7117494320000001,0.8062048359999999,0.08779290699999999,0.046161892999999996,gran_lung,30,immune,CD16_CD14_Mono,myeloid,1,2
Point6,52,624,0.914661377,0.880794772,0.282094644,0.914799411,0.717172015,0.0,0.309031375,0.117340699,0,0.500205705,0.154802117,0.0,0,0.44887963299999994,0.0,0,0.0,0.0,0.0,0.0,0.0,0.024973771000000002,0.0,0.0,0.57621516,0.348886531,0.529782176,0.0,0.032628745,0.103877582,0,0.7108712070000001,0.216052152,0.645616784,0.7994513409999999,0.0,0.0,0.0,0.0,0.610677515,0.730849849,0.080724639,0.059974541,gran_lung,30,immune,CD4_T,lymphocyte,2,4
Point6,53,492,0.907736474,0.8703530429999999,0.277891536,0.893961454,0.613642817,0.0,0.271821201,0.045470064000000004,0,0.23064550600000003,0.39348879299999995,0.0,0,0.030477103999999998,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08879729800000001,0.386322076,0.037609072,0.0,0.10356796,0.022452947999999997,0,0.393235544,0.0,0.569541352,0.794577972,0.0,0.0,0.0,0.0,0.600432058,0.62932401,0.08737123,0.122027312,gran_lung,30,immune,CD14_Mono,myeloid,1,6
Point6,55,605,0.8706005520000001,0.838439183,0.261731912,0.899539313,0.552739436,0.0,0.237803845,0.585018563,0,0.313496587,0.296816678,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081669285,0.08989572800000001,0.0,0.0,0.156090203,0,0.393235544,0.0,0.592766893,0.77845678,0.0,0.0,0.0,0.0,0.31491394100000003,0.601409965,0.076263715,0.061712857999999995,gran_lung,30,immune,CD14_Mono,myeloid,1,6
Point6,56,394,0.813318874,0.7981138590000001,0.227775415,0.8398260120000001,0.492627369,0.0,0.20555982,0.426651185,0,0.0,0.023884914,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023245696,0.0,0.0,0.0,0.0,0,0.29447379,0.0,0.365338557,0.693853797,0.0,0.0,0.0,0.0,0.317579277,0.492094769,0.070867262,0.159948911,gran_lung,30,immune,imm_other,other,4,5
Point6,59,192,0.927270765,0.8499283009999999,0.281478635,0.774382114,0.8518670840000001,0.0,0.210511881,0.0,0,0.23552176800000002,0.32670982,0.0,0,0.147847232,0.274379625,0,0.0,0.0,0.049092315,0.0,0.0,0.0,0.0,0.0,0.0,0.339533044,0.28549115,0.0,0.48889170299999996,0.163161563,0,0.7376688570000001,0.268134179,0.593469325,0.632547127,0.0,0.0,0.0,0.0,0.532475183,0.8030783490000001,0.12054003,0.037449942,gran_lung,30,immune,B_cell,lymphocyte,2,9
Point6,61,640,0.893622571,0.860723887,0.293135831,0.8753918340000001,0.683272165,0.0,0.237333139,0.0,0,0.564652157,0.281571423,0.0,0,0.40678849100000003,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01683331,0.555634049,0.253410893,0.265202453,0.0,0.0,0.17760819100000003,0,0.508425461,0.116568293,0.651707643,0.800980065,0.0,0.0,0.0,0.0,0.495031747,0.66666067,0.062551071,0.068593742,gran_lung,30,endothelial,endothelial,nonimmune,5,1
Point6,62,330,0.894101313,0.8759635720000001,0.252009312,0.8530866140000001,0.708464832,0.0,0.173728427,0.0,0,0.293190477,0.56252816,0.0,0,0.0,0.145884674,0,0.0,0.0,0.182754891,0.0,0.0,0.062457882,0.0,0.181883474,0.19765025,0.304974631,0.499898065,0.0,0.0,0.505405696,0,0.544436893,0.137703317,0.689098178,0.768322835,0.0,0.0,0.0,0.0,0.630685953,0.720820308,0.10566371699999999,0.056926501,gran_lung,30,immune,CD16_CD14_Mono,myeloid,1,2
